especie_id,nom_ctf,nom_cat,nom_cas,nom_eng,desc_cat,desc_cas,desc_eng,icona,img1,img2,img3,img4,img5
2583,Picea glauca 'Conica',Pícea blanca,Abeto blanco,White spruce,"Conífera perennifòlia, de capçada piramidal, originària del nord d'Estats Units i de Canadà. Les fulles són aciculars, de color verd blavós a l'anvers i blau blanquinós al revers. Els fruits són pinyes ovoides de color verd pàl·lid que es tornen de color vermellós quan maduren. S'utilitza com a planta ornamental en parcs i jardins.  A Barcelona trobem la cultivar 'Conica', varietat nana i de port cònic, molt utilitzada en jardineria.","Conífera perennifolia, de copa piramidal, originaria del norte de los Estados Unidos y de Canadá. Las hojas son aciculares, de color verde azulado en el anverso y azul blanquecino en el reverso. Los frutos son piñas ovoides de color verde pálido que se tornan de color rojizo cuando maduran. Se utiliza como planta ornamental en parques y jardines.  En Barcelona encontramos el cultivar `Conica', variedad enana y de porte cónico, muy utilizada en jardinería.","An evergreen conifer, with a pyramidal crown, native to the northern United States and Canada. It has needle-shaped leaves that are blue-green on the upper side and whitish-blue on the lower. It bears pale-green ovoid pine cones that turn reddish when ripe. It is grown as an ornamental plant in parks and gardens.  In Barcelona, you can find the 'Conica' cultivar, a dwarf variety with a conical habit, much used in gardening.",arbre.svg,roy_picea_glauca_ge.jpg,roy_picea_glauca_fu.jpg,roy_picea_glauca_fl.jpg,roy_picea_glauca_fr.jpg,roy_picea_glauca_es.jpg
2584,Picea pungens f. glauca,Pícea pungent,Pícea azul,Colorado spruce,"Arbre perenne, de capçada irregular, originari de les muntanyes Rocoses dels Estats Units. Les fulles són aciculars, de secció quadrangular i punxants, de color verd blavós molt aromàtiques.  Els fruits són pinyes que surten de color verd i es van tornan de color marró clar quan maduren. Es cultiva amb finalitats ornamentals pel seu fullatge. A Barcelona trobem la cultivar 'Glauca', amb les fulles de tons més blavosos, o fins i tot blau argentat.","Árbol perenne, de copa irregular, originario de las montañas Rocosas de los Estados Unidos. Las hojas son aciculares, de sección cuadrangular y punzantes, de color verde azulado, muy aromáticas.  Los frutos son piñas que salen de color verde y se van tornando de color marrón claro cuando maduran. Se cultiva con finalidades ornamentales por su follaje. En Barcelona encontramos el cultivar `Glauca', con las hojas de tonos más azulados, o incluso azul plateado.","An evergreen tree with an irregular crown, native to the Rocky Mountains in the United States. It has very aromatic, blue-green leaves that have a quadrangular section and are needle-shaped and sharply-pointed.  It bears green pine cones that turn light brown when ripe. It is grown for ornamental purposes, for its foliage. In Barcelona, you can find the 'Glauca' cultivar, with leaves that are more bluish or even silvery blue.",arbre.svg,,,,,
94,Pinus canariensis,Pi de Canàries,Pino canario,Canary Islands pine,"Conífera perennifòlia, originària de les illes Canàries, amb la capçada en forma de para-sol. La floració es produeix del març al maig, amb flors petites, les masculines de color groc purpuri i les femenines formant cons de color verd grisenc. Els fruits són pinyes còniques de color marró clar que maduren a la tardor del segon any i disseminen a l'estiu del tercer any. És una de les poques espècies de coníferes que tenen la capacitat de rebrotar després d'un incendi, gràcies a una escorça gruixuda i a la presència de gemmes en el tronc.","Conífera perennifolia, originaria de las islas Canarias, con la copa en forma de sombrilla. La floración se produce de marzo a mayo, con flores pequeñas; las masculinas, de color amarillo purpúreo, y las femeninas, formando conos de color verde grisáceo. Los frutos son piñas cónicas de color marrón claro que maduran en otoño del segundo año y se diseminan en verano del tercer año. Es una de las pocas especies de coníferas que tienen la capacidad de rebrotar después de un incendio, gracias a una corteza gruesa y a la presencia de yemas en el tronco.","An evergreen conifer, native to the Canary Islands, with an umbrella-shaped crown. It blossoms from March to May, with small purple-yellow male flowers and small female flowers forming grey-green cones. It produces light-brown conical pine cones that ripen in the autumn of the second year and disseminate in the summer of the third year. It is one of the few conifer species that is able to regrow after a fire, thanks to its thick bark and the presence of buds in its trunk.",arbre.svg,roy_pinus_canariensis_ge.jpg,roy_pinus_canariensis_fu.jpg,roy_pinus_canariensis_fl.jpg,roy_pinus_canariensis_fr.jpg,roy_pinus_canariensis_es.jpg
99,Pinus halepensis,Pi blanc,Pino carrasco,Alepppo pine,"Conífera perennifòlia, de capçada densa, que és piramidal de jove i que es va obrint amb l'edat. Originària de la regió mediterrània. Floreix al final de l'hivern i a la primavera, amb flors petites, les masculines de color marró groguenc i les femenines formant cons violacis. Els fruits són pinyes còniques de color marró clar brillant que maduren a la tardor del segon any i persisteixen a l'arbre diversos anys. A Barcelona s'utilitza en parcs i jardins i, a vegades, en arbrat viari.","Conífera perennifolia, de copa densa, que es piramidal de joven y que se va abriendo con la edad. Originaria de la región mediterránea. Florece al final del invierno y en primavera, con flores pequeñas; las masculinas, de color marrón amarillento, y las femeninas, formando conos violáceos. Los frutos son piñas cónicas de color marrón claro brillante que maduran en otoño del segundo año y se mantienen en el árbol varios años. En Barcelona se utiliza en parques y jardines y, a veces, en arbolado viario.","An evergreen conifer with a dense crown that is pyramidal in young specimens and opens up over time. It is native to the Mediterranean region. It blossoms at the end of winter and in spring, with small yellowish-brown male flowers and small female flowers forming violet cones. It produces glossy light-brown conical pine cones that ripen in the autumn of the second year and remain on the tree for several years. It is planted in parks and gardens and sometimes as a street tree in Barcelona.",arbre.svg,roy_pinus_halepensis_ge.jpg,roy_pinus_halepensis_fu.jpg,roy_pinus_halepensis_fl.jpg,roy_pinus_halepensis_fr.jpg,roy_pinus_halepensis_es.jpg
100,Pinus lambertiana,Pi de Lambert,Pino de Lambert,Sugar pine,"Conífera de fulla perenne, originària de les muntanyes de la costa del Pacífic i Amèrica del Nord. És el pi més alt i massiu i té els cons més llargs comparat amb qualsevol altre conífera. Floreix al final de l'hivern i a la primavera. Es planta en parcs i jardins de Barcelona.","Una conífera de hoja perenne, nativa de las montañas de la costa del Pacífico y América del Norte. Es el pino más alto y masivo, y tiene los conos más largos comparado con cualquier otra conífera. Florece a finales de invierno y en primavera. Se planta en parques y jardines de Barcelona.","An evergreen conifer, native to the mountains of the Pacific coast and North America. It is the tallest and most massive pine tree, and has the longest cones of any conifer. It blossoms at the end of winter and in spring. It is planted in parks and gardens in Barcelona.",arbre.svg,,,,,
104,Pinus nigra,Pinassa,Pino negral,European black pine,"És una conífera perennifòlia, de capçada poc densa i inicialment cònica. Originària del sud-oest d'Europa. Floreix entre els mesos de març i maig, amb flors petites, les masculines de color marró groguenc i les femenines formant cons verds. Els fruits són pinyes de color marró groguenc o marró clar que maduren a la tardor del segon any. A Barcelona també es cultiva en alguns parcs el pi d'Àustria, Pinus nigra subsp. nigra, originari del centre i el sud-est d'Europa, de port més petit i més resistent a la sequera, al vent i a la contaminació urbana que la pinassa. Ambdós es planten a Barcelona en parcs i jardins i com a arbres viaris.","Es una conífera perennifolia, de copa poco densa e inicialmente cónica. Originaria del suroeste de Europa. Florece entre los meses de marzo y mayo, con flores pequeñas; las masculinas, de color marrón amarillento, y las femeninas, formando conos verdes. Los frutos son piñas de color marrón amarillento o marrón claro que maduran en otoño del segundo año. En Barcelona también se cultiva en algunos parques el pino de Austria, Pinus nigra subsp. nigra, originario del centro y el sureste de Europa, de porte más pequeño y más resistente a la sequía, al viento y a la contaminación urbana que el pino negral. Ambos se plantan en Barcelona en parques y jardines y como árboles viarios.","This is an evergreen conifer with a sparse crown that is initially conical. It is native to South Western Europe. It blossoms from March to May, with small yellowish-brown male flowers and small female flowers forming green cones. It produces yellowish-brown or light-brown pine cones that ripen in the autumn of the second year. Some Barcelona parks also have the Austrian Pine, Pinus nigra subsp. nigra, which is native to Central and South Eastern Europe. It has a smaller habit and is more resistant to drought, wind and city pollution than the Black Pine. They are both planted in parks and gardens and as street trees in Barcelona.",arbre.svg,,,,,
2585,Pinus nigra subsp. nigra,Pi d'Àustria,Pino de Austria,Austrian pine,"És una conífera perennifòlia, de capçada poc densa i inicialment cònica. Originària del sud-oest d'Europa. Floreix entre els mesos de març i maig, amb flors petites, les masculines de color marró groguenc i les femenines formant cons verds. Els fruits són pinyes de color marró groguenc o marró clar que maduren a la tardor del segon any. A Barcelona també es cultiva en alguns parcs el pi d'Àustria, Pinus nigra subsp. nigra, originari del centre i el sud-est d'Europa, de port més petit i més resistent a la sequera, al vent i a la contaminació urbana que la pinassa. Ambdós es planten a Barcelona en parcs i jardins i com a arbres viaris.","Es una conífera perennifolia, de copa poco densa e inicialmente cónica. Originaria del suroeste de Europa. Florece entre los meses de marzo y mayo, con flores pequeñas; las masculinas, de color marrón amarillento, y las femeninas, formando conos verdes. Los frutos son piñas de color marrón amarillento o marrón claro que maduran en otoño del segundo año. En Barcelona también se cultiva en algunos parques el pino de Austria, Pinus nigra subsp. nigra, originario del centro y el sureste de Europa, de porte más pequeño y más resistente a la sequía, al viento y a la contaminación urbana que el pino negral. Ambos se plantan en Barcelona en parques y jardines y como árboles viarios.","This is an evergreen conifer with a sparse crown that is initially conical. It is native to South Western Europe. It blossoms from March to May, with small yellowish-brown male flowers and small female flowers forming green cones. It produces yellowish-brown or light-brown pine cones that ripen in the autumn of the second year. Some Barcelona parks also have the Austrian Pine, Pinus nigra subsp. nigra, which is native to Central and South Eastern Europe. It has a smaller habit and is more resistant to drought, wind and city pollution than the Black Pine. They are both planted in parks and gardens and as street trees in Barcelona.",arbre.svg,,,,,
2586,Pinus nigra subsp. salzmannii,Pinassa,Pino negral,Pyreneean pine,"És una conífera perennifòlia, de capçada poc densa i inicialment cònica. Originària del sud-oest d'Europa. Floreix entre els mesos de març i maig, amb flors petites, les masculines de color marró groguenc i les femenines formant cons verds. Els fruits són pinyes de color marró groguenc o marró clar que maduren a la tardor del segon any. A Barcelona també es cultiva en alguns parcs el pi d'Àustria, Pinus nigra subsp. nigra, originari del centre i el sud-est d'Europa, de port més petit i més resistent a la sequera, al vent i a la contaminació urbana que la pinassa. Ambdós es planten a Barcelona en parcs i jardins i com a arbres viaris.","Es una conífera perennifolia, de copa poco densa e inicialmente cónica. Originaria del suroeste de Europa. Florece entre los meses de marzo y mayo, con flores pequeñas; las masculinas, de color marrón amarillento, y las femeninas, formando conos verdes. Los frutos son piñas de color marrón amarillento o marrón claro que maduran en otoño del segundo año. En Barcelona también se cultiva en algunos parques el pino de Austria, Pinus nigra subsp. nigra, originario del centro y el sureste de Europa, de porte más pequeño y más resistente a la sequía, al viento y a la contaminación urbana que el pino negral. Ambos se plantan en Barcelona en parques y jardines y como árboles viarios.","This is an evergreen conifer with a sparse crown that is initially conical. It is native to South Western Europe. It blossoms from March to May, with small yellowish-brown male flowers and small female flowers forming green cones. It produces yellowish-brown or light-brown pine cones that ripen in the autumn of the second year. Some Barcelona parks also have the Austrian Pine, Pinus nigra subsp. nigra, which is native to Central and South Eastern Europe. It has a smaller habit and is more resistant to drought, wind and city pollution than the Black Pine. They are both planted in parks and gardens and as street trees in Barcelona.",arbre.svg,roy_pinus_nigra_subsp._salzmannii_ge.jpg,roy_pinus_nigra_subsp._salzmannii_fu.jpg,,roy_pinus_nigra_subsp._salzmannii_fr.jpg,roy_pinus_nigra_subsp._salzmannii_es.jpg
107,Pinus pinaster,Pinastre,Pino rodeno,Maritime pine,"És una conífera perennifòlia, de capçada cònica. Originària del sud i el sud-est d'Europa i del nord-oest d'Àfrica. Floreix entre els mesos d'abril i maig, amb flors petites, les masculines de color marró groguenc i les femenines formant cons verds. Els fruits són pinyes de color marró clar brillant que maduren a la tardor del segon any. Tot i la seva dificultat d'adaptació, es planta a Barcelona en parcs i jardins i com a arbre viari.","Es una conífera perennifolia, de copa cónica. Originaria del sur y el sureste de Europa y del noroeste de África. Florece entre los meses de abril y mayo, con flores pequeñas; las masculinas, de color marrón amarillento, y las femeninas, formando conos verdes. Los frutos son piñas de color marrón claro brillante que maduran en otoño del segundo año. A pesar de su dificultad de adaptación, se planta en Barcelona en parques y jardines y como árbol viario.","This is an evergreen conifer with a conical crown. It is native to South and South Eastern Europe and North Western Africa. It blossoms from April to May, with small yellowish-brown male flowers and small female flowers forming green cones. It produces glossy light-brown pine cones that ripen in the autumn of the second year. Although it has difficulty in adapting, it is planted in parks and gardens and as a street tree in Barcelona.",arbre.svg,roy_pinus_pinaster_ge.jpg,roy_pinus_pinaster_fu.jpg,roy_pinus_pinaster_fl.jpg,roy_pinus_pinaster_fr.jpg,roy_pinus_pinaster_es.jpg
108,Pinus pinea,"Pi pinyoner,  pi pinyer",Pino piñonero,Stone pine,"Conífera perennifòlia, de capçada densa i arrodonida o en forma de para-sol, originària de l'est de la regió mediterrània. Floreix entre l'abril i el maig, amb flors petites, les masculines de color marró ataronjat pàl·lid i les femenines formant cons verdosos. Els fruits són pinyes de color marró vermellós, lluents, que maduren a l'estiu del tercer any. Les llavors 'els pinyons' són comestibles. A Barcelona s'utilitza per l'ombra, sobretot en parcs i jardins, com a arbre aïllat o plantat en grups i també en places i passeigs.","Conífera perennifolia, de copa densa y redondeada o en forma de sombrilla, originaria del este de la región mediterránea. Florece entre abril y mayo, con flores pequeñas; las masculinas, de color marrón anaranjado pálido, y las femeninas, formando conos verdosos. Los frutos son piñas de color marrón rojizo, brillantes, que maduran en verano del tercer año. Las semillas 'los piñones' son comestibles. En Barcelona se utiliza por su sombra, sobre todo en parques y jardines, como árbol aislado o plantado en grupos y también en plazas y paseos.","This is an evergreen tree with a dense rounded, umbrella-shaped crown, native to the eastern part of the Mediterranean region. It blossoms from April to May, with small pale orange-brown male flowers and small female flowers forming green cones. It produces glossy reddish-brown pine cones that ripen in the summer of the third year. Its seeds, pine nuts, are edible. In Barcelona, it is used for shade, particularly in parks and gardens, as a solitary tree or planted in groups. It is also planted in squares and avenues.",arbre.svg,roy_pinus_pinea_ge.jpg,roy_pinus_pinea_fu.jpg,roy_pinus_pinea_fl.jpg,roy_pinus_pinea_fr.jpg,roy_pinus_pinea_es.jpg
110,Pinus radiata,Pi insigne,Pino de Monterrey,Monterey pine,"Conífera perennifòlia, originària de Califòrnia i Baixa Califòrnia. Floreix entre els mesos de març i abril, amb flors petites, les masculines de color marró groguenc i les femenines formant cons verds. Els fruits són pinyes ovoides de color marró vermellós que maduren a la tardor i que romanen durant molts anys a l'arbre sense obrir-se 'a la natura s'obren després d'un incendi.","Conífera perennifolia, originaria de California y Baja California. Florece entre los meses de marzo y abril, con flores pequeñas; las masculinas, de color marrón amarillento, y las femeninas, formando conos verdes. Los frutos son piñas ovoides de color marrón rojizo que maduran en otoño y que permanecen durante muchos años en el árbol sin abrirse 'en la naturaleza se abren después de un incendio'.","An evergreen conifer, native to California and Baja California. It blossoms in March and April, with small yellowish-brown male flowers and small female flowers forming green cones. It produces reddish-brown ovoid pine cones that ripen in the autumn and remain on the tree for many years without opening. In nature, they open after a forest fire.",arbre.svg,roy_pinus_radiata_ge.jpg,roy_pinus_radiata_fu.jpg,roy_pinus_radiata_fl.jpg,roy_pinus_radiata_fr.jpg,roy_pinus_radiata_es.jpg
153,Populus simonii,"Pollancre de la Xina,  pollancre de Simon","Alamo chino,  chopo de hojas de peral",Simon's poplar,"Arbre caducifoli,  amb la capçada cònica, originari de Xina i Mongòlia. Les fulles són de color verd fosc i acabades en punta, lleugerament serrades. Floreix de març a maig, amb flors petites i de color groc vermellós. Els fruits són petits i apareixen entre abril i juny. A Barcelona trobem la cultivar 'Fastigiata', varietat que no fa fruits.","Árbol caducifolio, con la copa cónica, originario de China y Mongolia. Las hojas son de color verde oscuro y acabadas en punta, ligeramente serradas. Florece de marzo a mayo, con flores pequeñas y de color amarillo rojizo. Los frutos son pequeños y aparecen entre abril y junio. En Barcelona encontramos el cultivar `Fastigiata', variedad que no da frutos.","A deciduous tree with a conical crown, native to China and Mongolia. It has dark-green leaves with pointed tips that are slightly serrated. It blossoms from March to May, with small, reddish-yellow flowers. It bears small fruit that appear between April and June. In Barcelona, you can find the 'Fastigiata' cultivar, which does not bear fruit.",arbre.svg,roy_populus_simonii_ge.jpg,roy_populus_simonii_fu.jpg,,,roy_populus_simonii_es.jpg
1620,Pinus roxburghii,Pi de l'Himàlaia,Pino de Roxburgh,Longleaf Indian pine,"Conífera arbòria perennifòlia, originària del sud d'Àsia (l'Himàlaia). La floració es produeix entre els mesos de febrer i abril, amb flors masculines de color marró groguenc i flors femenines formant cons de color verd clar. Els fruits són pinyes de color bru brillant o bru grisenc que maduren el segon any. A Barcelona s'utilitza com a arbre viari en passeigs i avingudes o com a arbre de parcs i jardins. Les fulles seques cauen en abundància a l'estiu i arriben a cobrir el sòl.","Conífera arbórea perennifolia, originaria del sur de Asia (el Himalaya). La floración se produce entre los meses de febrero y abril, con flores masculinas de color marrón amarillento y flores femeninas que forman conos de color verde claro. Los frutos son piñas de color marrón brillante o pardo grisáceo que maduran el segundo año. En Barcelona se utiliza como árbol viario en paseos y avenidas o como árbol de parques y jardines. Sus hojas secas caen en abundancia en verano y llegan a cubrir el suelo.","An evergreen arboreal conifer, native to Southern Asia (the Himalayas). It flowers between February and April, with yellowish-brown male flowers and female flowers forming light-green cones. It produces glossy-brown or greyish-brown pine cones that ripen in the second year. In Barcelona, it is planted as a street tree in boulevards and avenues, as well as in parks and gardens. The dry needles fall abundantly in the summer, covering the ground.",arbre.svg,roy_pinus_roxburghii_ge.jpg,roy_pinus_roxburghii_fu.jpg,roy_pinus_roxburghii_fl.jpg,roy_pinus_roxburghii_fr.jpg,roy_pinus_roxburghii_es.jpg
114,Pinus sylvestris,Pi roig,"Pino silvestre,  pino albar",Scots pine,"Conífera perennifòlia, originària d'Europa i del nord i l'oest d'Àfrica. Floreix del maig al juny, amb flors petites, les masculines de color groc o rosat i les femenines formant cons verds. Els fruits són pinyes de color marró groguenc que maduren a la tardor.","Conífera perennifolia, originaria de Europa y del norte y el oeste de África. Florece de mayo a junio, con flores pequeñas; las masculinas, de color amarillo o rosado, y las femeninas, formando conos verdes. Los frutos son piñas de color marrón amarillento que maduran en otoño.","An evergreen conifer, native to Europe and Northern and Western Africa. It blossoms from May to June, with small yellow or pink male flowers and small female flowers forming green cones. It produces yellowish-brown pine cones that ripen in the autumn.",arbre.svg,roy_pinus_sylvestris_ge.jpg,roy_pinus_sylvestris_fu.jpg,roy_pinus_sylvestris_fl.jpg,roy_pinus_sylvestris_fr.jpg,roy_pinus_sylvestris_es.jpg
2587,Pistacia atlantica,Llentiscle de l'Atles,Almácigo de Canarias,Persian turpentine tree,"Arbre caducifoli, de capçada espessa i irregular, originari del nord d'Àfrica. Les fulles són ovalades, de color verd fosc i  molt lobulades. Floreix amb flors poc vistoses, les masculines de color verd groguenc i les femenines amb raïms de petites flors de color vermelló o rosat. El fruit és ovalat, de la mida d'un pèsol, de color vermellós que quan madura pren tons blavosos. S'utilitza generalment com a arbre forestal, tot i que també es planta en els jardins de les ciutats. A Barcelona es planta la subespècie mutica.","Árbol caducifolio, de copa espesa e irregular, originario del norte de África. Las hojas son ovaladas, de color verde oscuro y muy lobuladas. Florece con flores poco vistosas, las masculinas de color verde amarillento y las femeninas con racimos de pequeñas flores de color bermellón o rosado. El fruto es ovalado, del tamaño de un guisante, de un color rojizo que, cuando madura, adopta tonos azulados. . Se utiliza generalmente como árbol forestal, pero también se planta en los jardines de las ciudades. En Barcelona se planta la subespecie mutica.","A deciduous tree with a dense, irregular crown, native to North America. It has dark-green, ovate leaves that are highly lobate. It blossoms with inconspicuous flowers. The male flowers are yellowish-green and the female are racemes of small reddish or pink flowers. It bears oval, reddish pea-sized fruit that turn blue when ripe.  It is generally used as a woodland tree, although it is also planted in city parks and gardens. The sub-species mutica is also grown in Barcelona.",arbre.svg,roy_pistacia_atlantica_ge.jpg,roy_pistacia_atlantica_fu.jpg,roy_pistacia_atlantica_fl.jpg,roy_pistacia_atlantica_fr.jpg,roy_pistacia_atlantica_es.jpg
2588,Pistacia atlantica subsp. mutica,Festuc de Turquia,Almácigo de Turquía,Atlantic mastic tree,"Arbre caducifoli, de capçada espessa i irregular, originari del nord d'Àfrica. Les fulles són ovalades, de color verd fosc i  molt lobulades. Floreix amb flors poc vistoses, les masculines de color verd groguenc i les femenines amb raïms de petites flors de color vermelló o rosat. El fruit és ovalat, de la mida d'un pèsol, de color vermellós que quan madura pren tons blavosos. . S'utilitza generalment com a arbre forestal, tot i que també es planta en els jardins de les ciutats. A Barcelona es planta la subespècie mutica.","Árbol caducifolio, de copa espesa e irregular, originario del norte de África. Las hojas son ovaladas, de color verde oscuro y muy lobuladas. Florece con flores poco vistosas, las masculinas de color verde amarillento y las femeninas con racimos de pequeñas flores de color bermellón o rosado. El fruto es ovalado, del tamaño de un guisante, de un color rojizo que, cuando madura, adopta tonos azulados. . Se utiliza generalmente como árbol forestal, pero también se planta en los jardines de las ciudades. En Barcelona se planta la subespecie mutica.","A deciduous tree with a dense, irregular crown, native to North America. It has dark-green, ovate leaves that are highly lobate. It blossoms with inconspicuous flowers. The male flowers are yellowish-green and the female are racemes of small reddish or pink flowers. It bears oval, reddish pea-sized fruit that turn blue when ripe.  It is generally used as a woodland tree, although it is also planted in city parks and gardens. The sub-species mutica is also grown in Barcelona.",arbre.svg,,,,,
119,Pistacia lentiscus,Llentiscle,Lentisco,Lentisk,"Arbre o arbust de port arrodonit, perenne, originari de la regió Mediterrània. Les fulles són coriàcies, de color verd brillant a l'anvers i més pàl·lid al revers, acabes en puntes no punxegudes i que desprenen un perfum resinós. Floreix de primavera a estiu, en ramelletes de flors verdoses o vermelloses, poc vistoses. Els fruits són  primer de color vermell i quan maduren, a la tardor, passen a color negre. Aquests fruits serveixen com a font d'aliment per ocells migrants  i hivernals, que passen aquesta temporada a la ciutat de Barcelona. A més, les flors són nectaríferes i atrauen pol·linitzadors.","Árbol o arbusto de porte redondeado, perenne, originario de la región Mediterránea. Las hojas son coriáceas, de color verde brillante en el anverso y más pálido en el reverso, acabadas en puntas no agudas, y desprenden un perfume resinoso. Florece de primavera a verano, en ramilletes de flores verdosas o rojizas, poco vistosas. Los frutos son primero de color rojo y, cuando maduran, en otoño, pasan a color negro. Estos frutos sirven como fuente de alimento a pájaros migrantes e invernales que pasan esta temporada en la ciudad de Barcelona. Además, las flores son nectaríferas y atraen polinizadores.","An evergreen shrub or tree with a rounded habit, native to the Mediterranean region. It has leathery leaves that give off a resinous aroma. They are glossy green on the upper side and a paler green on the lower, ending in points that are not sharp. It blossoms from spring to summer, with small clusters of inconspicuous greenish or reddish flowers. Its fruit are initially red, turning black as they ripen in the autumn. These fruit are a food source for migrating and wintering birds that spend this season in Barcelona. Its flowers are also nectariferous and attract pollinators.",arbust.svg,roy_pistacia_lentiscus_ge.jpg,roy_pistacia_lentiscus_fu.jpg,roy_pistacia_lentiscus_fl.jpg,roy_pistacia_lentiscus_fr.jpg,
2589,Pistacia terebinthus,Noguerola,Cornicabra,Turpentine tree,"Arbust o arbret caducifoli, originari de la regió mediterrània occidental. Les fulles són ovalades, de color verd brillant amb el marge ondulat i el pecíol de color vermellós. Tota la planta desprèn un intens aroma. Floreix a la primavera, amb flors de color vermell, sense pètals i agrupades en raïms erectes. El fruit és globós i de la mida d'un pèsol, en tons vermellosos o porpres quan maduren. S'utilitza per la seva resistència a les condicions ambientals extremes i a algunes plagues.","Arbusto o arbolillo caducifolio, originario de la región mediterránea occidental. Las hojas son ovaladas, de color verde brillante, con el borde ondulado y el peciolo de color rojizo. Toda la planta desprende un intenso aroma. Florece en primavera, con flores de color rojo, sin pétalos y agrupadas en racimos erectos. El fruto es globoso y del tamaño de un guisante, en tonos rojizos o púrpuras cuando madura. Se utiliza por su resistencia a las condiciones ambientales extremas y a algunas plagas.","A deciduous shrub or small tree, native to the Western Mediterranean. It has glossy green, ovate leaves, with an undulating margin and reddish petioles. The whole plant gives off an intense aroma. It blossoms in the spring, with upright racemes of red flowers that do not have petals. It bears globular, pea-sized fruit that turn reddish or purple when ripe. It is used for its resistance to extreme environmental conditions and to some pests.",arbust.svg,roy_pistacia_terebinthus_ge.jpg,roy_pistacia_terebinthus_fu.jpg,roy_pistacia_terebinthus_fl.jpg,roy_pistacia_terebinthus_fr.jpg,
2590,Pistacia vera,Festuc,"Alfóncigo, pistachero",Pistachio,"Arbret caducifoli, de capçada densa i irregular, originari de l'oest d'Àsia. Les fulles són lanceolades, de color verd focs a l'anvers i més pàl·lides al revers, canviant a tons vermells o taronjosos a la tardor. Floreix d'abril a març, abans de que surtin les fulles noves, amb raïms de flors sense pètals i poc vistoses. Els fruits són drupes que porten una llavor comestible, ovoïde i de color verd clar en el seu interior, el festuc. És una planta força utilitzada com a planta ornamental pel seu fullatge, i també per la seva resistència a la sequera","Arbolillo caducifolio, de copa densa e irregular, originario del oeste de Asia. Las hojas son lanceoladas, de color verde oscuro en el anverso y más pálidas en el reverso, cambiando a tonos rojos o anaranjados en otoño. Florece de abril a marzo, antes de que salgan las hojas nuevas, con racimos de flores sin pétalos y poco vistosas. Los frutos son drupas que llevan una semilla comestible, ovoide y de color verde claro en su interior, el pistacho. Es una planta bastante utilizada como ornamental por su follaje, y también por su resistencia a la sequía.","A deciduous tree with a dense, irregular crown, native to Western Asia. It has lanceolate leaves that are dark green on the upper side and paler on the lower side, turning red or orange in the autumn. It blossoms from April to May, before its new leaves appear, with racemes of inconspicuous flowers without petals. It bears drupes that have an edible, light-green ovoid seed inside: the pistachio. It is much used as an ornamental plant, for its foliage and also for its resistance to drought.",arbre.svg,roy_pistacia_vera_ge.jpg,roy_pistacia_vera_fu.jpg,roy_pistacia_vera_fl.jpg,,
123,Pittosporum tobira,"Pitospor,  pitòspor comú",Azahar de China,Japanese pittosporum,"És un arbust o un petit arbre perennifoli. Originari del sud del Japó, del sud de Corea i de Taiwan. Floreix des del març fins al maig, amb flors de cinc pètals de color blanc, que es torna groc en pansir-se, i de fragància intensa de flor de taronger. Els fruits són càpsules arrodonides de color bru fosc, amb llavors vermelloses envoltades d'una substància viscosa; maduren entre els mesos de maig i octubre. S'utilitza en jardineria per la seva gran ductilitat. Les varietats nanes s'utilitzen com a entapissants o en vorades. El seu interès rau en el seu fullatge persistent i brillant, les flors aromàtiques, el ràpid creixement i la tolerància al retall. A més de l'espècie, a Barcelona es planten les cultivars `Variegatum', `Nanum', el pitòspor nan, una mata arrodonida, i `Wheeler's Dwarf', molt semblant a l'anterior, amb flors poc vistoses que no produeixen fruit.","Es un arbusto o un pequeño árbol perennifolio. Originario del sur de Japón, del sur de Corea y de Taiwán. Florece desde marzo hasta mayo, con flores de cinco pétalos de color blanco, que se vuelven amarillas al marchitarse, y de fragancia intensa de azahar. Los frutos son cápsulas redondeadas de color marrón oscuro, con semillas rojizas rodeadas de una sustancia viscosa; maduran entre los meses de mayo y octubre. Se utiliza en jardinería por su gran ductilidad. Las variedades enanas se utilizan como tapizantes o en bordillos. Su interés radica en su follaje persistente y brillante, las flores aromáticas, el rápido crecimiento y la tolerancia al recorte. Además de la especie, en Barcelona se plantan los cultivares `Variegatum', `Nanum', el pitósporo enano, una mata redondeada, y `Wheeler's Dwarf', muy parecido al anterior, con flores poco vistosas que no producen fruto.","It is an evergreen bush or small tree. It is native to Southern Japan, Southern Korea and Taiwan. It blossoms from March to May, with white, five-petal flowers, which turn yellow when they wither. They have an intense orange-blossom perfume. It bears dark-brown, round seed capsules with reddish seeds covered by a viscous substance; they ripen from May to October. It is used in gardening because of its versatility. The dwarf varieties are used as hanging plants or in borders. Its interest lies in its persistent glossy foliage, its aromatic flowers, its rapid growth and its tolerance to pruning. In addition to this species, Barcelona plants various cultivars: Variegatum', `Nanum', the dwarf pittosporum, a round shrub, and `Wheeler's Dwarf', very similar to the previous variety, with unattractive flowers that produce no fruit.",arbre.svg,roy_pittosporum_tobira_ge.jpg,roy_pittosporum_tobira_fu.jpg,roy_pittosporum_tobira_fl.jpg,roy_pittosporum_tobira_fr.jpg,roy_pittosporum_tobira_es.jpg
